ID,Item,Item_det,Price,Resturant_id
0,2 Idli with 1 Vada,,60,11116
1,Masala Dosa,,60,11116
2,Gobi Manchurian,,95,11116
3,Tomato Soup,,75,11116
4,Cream of Mushroom Soup,,80,11116
5,Sweet Corn Soup,,70,11116
6,Sweet Corn Veg Soup,,85,11116
7,Manchow Soup,,95,11116
8,Hot and Sour Soup,,95,11116
9,Dal Fry,,120,11116
10,Dal Tadka,,135,11116
11,Dal Punjabi,,130,11116
12,Dal Makhani,,135,11116
13,Dal Methi,,135,11116
14,Dal Kolhapuri,,135,11116
15,Mixed Veg Curry,,175,11116
16,Aloo Gobi,,150,11116
17,Paneer Matar,,180,11116
18,Paneer Chilli Masala,,180,11116
19,Mushroom Chilli Masala,,180,11116
20,Paneer Kadhai,,170,11116
21,Paneer Korma,,170,11116
22,Gobi Masala,,135,11116
23,Mixed Veg Kadhai,,170,11116
24,Veg Kolhapuri,,155,11116
25,Veg Hyderabadi,,155,11116
26,Veg Do Pyaza,,170,11116
27,Veg Pepper Masala,,170,11116
28,Navratan Korma,,170,11116
29,Kaju Masala,,225,11116
30,Malai Kofta,,170,11116
31,Nargisi Kofta,,170,11116
32,Paneer Kofta,,175,11116
33,Veg Kofta,,175,11116
34,Maharani Kofta,,175,11116
35,Roti,,28,11116
36,Kulcha,,35,11116
37,Naan,,40,11116
38,Butter Roti,,40,11116
39,Butter Kulcha,,48,11116
40,Butter Naan,,55,11116
41,Stuffed Paratha,,75,11116
42,Ghee Rice,,125,11116
43,Jeera Rice,,125,11116
44,Veg Biryani,,135,11116
45,Veg Pulao,,120,11116
46,Peas Biryani,,135,11116
47,Mughlai Biryani,,135,11116
48,Handi Biryani,,135,11116
49,Peas Pulao,,115,11116
50,Paneer Biryani,,135,11116
51,Hyderabadi Biryani,,135,11116
52,Basmati Plain Rice,,110,11116
53,Veg Fried Rice,,125,11116
54,Paneer Fried Rice,,125,11116
55,Mushroom Fried Rice,,125,11116
56,Schezwan Fried Rice,,130,11116
57,Onion Chilli Fried Rice,,135,11116
58,Baby Corn Fried Rice,,130,11116
59,Paneer Noodles,,135,11116
60,Mushroom Noodles,,125,11116
61,Veg Noodles,,110,11116
62,Shanghai Noodles,,135,11116
63,Schezwan Noodles,,130,11116
64,Gobi Chilli,,120,11116
65,Gobi 65,,120,11116
66,Baby Corn Manchurian,,135,11116
67,Baby Corn Chilli,,135,11116
68,Baby Corn 65,,135,11116
69,Paneer Manchurian,,135,11116
70,Paneer Chilli,,135,11116
71,Paneer Lemon Dry,,135,11116
72,Mushroom Pudina Chilli,,140,11116
73,Mushroom Manchurian,,140,11116
74,Mushroom Chilli,,140,11116
75,Mushroom Pepper Dry,,140,11116
76,Mushroom 65,,140,11116
77,1 Idli with 1 Vada,,50,11116
78,Rava idli,,42,11116
79,Vada,,27,11116
80,Kesari Bath,,27,11116
81,Khara Bath,,27,11116
82,Chow Chow Bath,,54,11116
83,Rice Bath,,55,11116
84,Pongal,,55,11116
85,Curd Rice,,50,11116
86,Ghee Masala Dosa,,70,11116
87,Palak Masala Dosa,,70,11116
88,Cheese Masala Dosa,,70,11116
89,Mysore Masala Dosa,,70,11116
90,Plain Dosa,,55,11116
91,Rava Dosa,,70,11116
92,Onion Dosa,,70,11116
93,Poori Saagu,,65,11116
94,Fruit Salad,,75,11116
95,Fruit Salad with Ice Cream,,90,11116
96,Gad Bad Ice Cream,,110,11116
97,Cone Ice Cream,,45,11116
98,Special Cone Ice Cream,,60,11116
99,Vanilla Ice Cream ,1 Scoop,60,11116
100,Strawberry Ice Cream ,1 Scoop,60,11116
101,Chocolate Ice Cream ,1 Scoop,75,11116
102,Blackcurrant Ice Cream ,1 Scoop,75,11116
103,Pista Ice Cream ,1 Scoop,70,11116
104,Dry Fruit Ice Cream ,1 Scoop,75,11116
105,Butterscotch Ice Cream ,1 Scoop,60,11116
106,Pineapple Ice Cream ,1 Scoop,60,11116
107,Tutti Fruity Ice Cream ,1 Scoop,70,11116
108,Tea,,15,11116
109,Coffee,,15,11116
110,Badam Milk,,20,11116
111,Milk,,15,11116
112,Cold Coffee,,75,11116
113,Lemon Tea,,20,11116
114,Mosambi Juice,,65,11116
115,Grape Juice,,55,11116
116,Watermelon Juice,,55,11116
117,Pomegranate Juice,,70,11116
118,Pineapple Juice,,55,11116
119,Lemon Juice,,45,11116
120,Lassi,,50,11116
121,Special Lassi,,60,11116
122,Butter Milk,,35,11116
123,Mineral Water ,Small,20,11116
124,Kiwi Fruit Juice,,105,11116
125,Ice Cream with Milkshake,,95,11116
126,Butter Fruit Milkshake,,90,11116
127,Muskmelon Milkshake,,65,11116
128,Apple Milkshake,,65,11116
129,Sapota Milkshake,,70,11116
130,Mango Milkshake,,60,11116
131,Ragi Milkshake,,50,11116
132,Steamed Veg Momos,,90,9851
133,Steamed Chicken Momos,,100,9851
134,Fried Chicken Momos,,110,9851
135,Chicken Shaptra with Tingmo,,150.00 onwards,9851
136,Beef Shaptra with Tingmo,,150.00 onwards,9851
137,Veg Schezwan Noodles,,110,9851
138,Veg Soup,,50,9851
139,Mushroom Soup,,60,9851
140,Egg Soup,,60,9851
141,Chicken Soup,,60,9851
142,Beef Soup,,60,9851
143,Veg Manchow Soup,,60,9851
144,Egg Manchow Soup,,60,9851
145,Chicken Manchow Soup,,70,9851
146,Beef Manchow Soup,,70,9851
147,Veg Hot and Sour Soup,,60,9851
148,Egg Hot and Sour Soup,,60,9851
149,Chicken Hot and Sour Soup,,70,9851
150,Beef Hot and Sour Soup,,70,9851
151,Chicken Mokthuk,,140,9851
152,Beef Mokthuk,,140,9851
153,Veg Thenthuk,,110,9851
154,Egg Thenthuk,,120,9851
155,Chicken Thenthuk,,130,9851
156,Beef Thenthuk,,130,9851
157,Veg Thukpa,,100,9851
158,Egg Thukpa,,100,9851
159,Chicken Thukpa,,110,9851
160,Beef Thukpa,,110,9851
161,Veg Momos Thukpa,,130,9851
162,Chicken Momos Thukpa,,140,9851
163,Beef Momos Thukpa,,140,9851
164,Gobi Manchurian,,120,9851
165,Baby Corn Manchurian,,120,9851
166,Chilli Potato,,120,9851
167,Chilli Mushroom,,120,9851
168,Chilli Baby Corn,,120,9851
169,Chicken Manchurian,,150,9851
170,Chicken Schezwan,,150,9851
171,Chilli Chicken,,150,9851
172,Chilli Beef,,150,9851
173,Plain Rice,,50,9851
174,Veg Fried Rice,,100,9851
175,Egg Fried Rice,,100,9851
176,Chicken Fried Rice,,110,9851
177,Beef Fried Rice,,110,9851
178,Veg Schezwan Rice,,110,9851
179,Egg Schezwan Rice,,110,9851
180,Chicken Schezwan Rice,,120,9851
181,Beef Schezwan Rice,,120,9851
182,Veg Chilli Basil Rice,,110,9851
183,Egg Chilli Basil Rice,,110,9851
184,Chicken Chilli Basil Rice,,120,9851
185,Beef Chilli Basil Rice,,120,9851
186,Egg Schezwan Noodles,,110,9851
187,Chicken Schezwan Noodles,,120,9851
188,Beef Schezwan Noodles,,120,9851
189,Veg Chilli Basil Noodles,,110,9851
190,Egg Chilli Basil Noodles,,110,9851
191,Chicken Chilli Basil Noodles,,120,9851
192,Beef Chilli Basil Noodles,,120,9851
193,Veg Chowmein,,100,9851
194,Egg Chowmein,,100,9851
195,Chicken Chowmein,,110,9851
196,Beef Chowmein,,110,9851
197,Veg Phing with Tingmo,,130.00 onwards,9851
198,Chicken Phing with Tingmo,,140.00 onwards,9851
199,Beef Phing with Tingmo,,140.00 onwards,9851
200,Steamed Beef Momos,,100,9851
201,Fried Veg Momos,,100,9851
202,Fried Beef Momos,,110,9851
203,Chicken Shabalay,,150,9851
204,Beef Shabalay,,150,9851
205,Coke ,200 ml,20,9851
206,Mineral Water ,1 litre,20,9851
207,Aloo Paratha,,35,8380
208,Gobi Paratha,,40,8380
209,Paneer Paratha,,70,8380
210,Cheese Paratha,,80,8380
211,4 Thepla,,70,8380
212,Sabudana Khichdi,,60,8380
213,Veg Cheese Grilled Sandwich,,75,8380
214,Veg Aloo Cheese Grilled Sandwich,,90,8380
215,Chocolate Sandwich,,65,8380
216,Lunch,,160.00 onwards,8380
217,Mini Meal,,98.00 onwards,8380
218,Methi Paratha,,40,8380
219,Pudina Paratha,,40,8380
220,Carrot Paratha,,40,8380
221,Aloo Onion Paratha,,40,8380
222,Onion Paratha,,40,8380
223,Mixed Paratha,,50,8380
224,Puran Poli,,40,8380
225,Chapati,,64,8380
226,Phulka,,64,8380
227,Veg Grilled Sandwich,,50,8380
228,Kachori,,24,8380
229,Dabeli,,45,8380
230,Gobi Manchurian,,90,8462
231,Paneer Manchurian,,125,8462
232,Paneer Tikka,,135,8462
233,Paneer Chilli,,135,8462
234,Mushroom Pepper Dry,,135,8462
235,Baby Corn Manchurian,,115,8462
236,Veg Fried Rice,,90,8462
237,Paneer Fried Rice,,115,8462
238,Gobi Manchurian Rice,,115,8462
239,Mix Manchurian Rice,,125,8462
240,Veg Noodles,,90,8462
241,Manchurian Noodles,,115,8462
242,Veg Biryani,,125,8462
243,Mushroom Biryani,,125,8462
244,Paneer Mughali Biryani,,125,8462
245,Tawa Pulao,,115,8462
246,Paneer Tawa Pulao,,115,8462
247,Paneer Butter Masala,,160,8462
248,Baby Corn Frankie Roll,,80,8462
249,Paneer Frankie Roll,,80,8462
250,Mix Frankie,,80,8462
251,Veg Frankie Roll,,70,8462
252,Pav Bhaji,,80.00 onwards,8462
253,Vada Pav ,2 Pieces,60.00 onwards,8462
254,Papadi Chaat,,40,8462
255,Special Benne Masala Dosa,,60,8462
256,Veg Manchurian,,120,8462
257,Veg Ball Chilli,,130,8462
258,Veg Ball Hot Garlic,,130,8462
259,Veg Spinach,,130,8462
260,Veg Ball Pepper Dry,,140,8462
261,Veg Painees,,140,8462
262,Veg Schezwan Dry,,140,8462
263,Capsicum Manchurian,,120,8462
264,Aloo Manchurian,,110,8462
265,Aloo Chilli,,110,8462
266,Aloo Garlic,,120,8462
267,Aloo Schezwan,,120,8462
268,Aloo Palak Dry,,120,8462
269,Aloo Pepper Dry,,120,8462
270,Aloo Pudina Dry,,120,8462
271,Gobi 65,,115,8462
272,Palak Gobi Dry,,115,8462
273,Gobi Chilli,,115,8462
274,Gobi Schezwan,,115,8462
275,Gobi Garlic,,115,8462
276,Gobi Pepper Dry,,115,8462
277,Gobi Pudina Dry,,115,8462
278,Paneer 65,,130,8462
279,Paneer Garlic,,135,8462
280,Paneer Schezwan,,135,8462
281,Paneer Palak Dry,,135,8462
282,Paneer Pudina Dry,,135,8462
283,Paneer Pepper Dry,,135,8462
284,Mushroom Manchurian,,115,8462
285,Mushroom 65,,130,8462
286,Mushroom Palak Dry,,130,8462
287,Mushroom Pudina Dry,,130,8462
288,Mushroom Chilli,,130,8462
289,Mushroom Schezwan,,130,8462
290,Mushroom Garlic,,130,8462
291,Baby Corn Chilli,,125,8462
292,Baby Corn Garlic,,125,8462
293,Baby Corn Schezwan,,130,8462
294,Baby Corn Palak Dry,,135,8462
295,Baby Corn Pudina Dry,,130,8462
296,Baby Corn Pepper Dry,,130,8462
297,Baby Corn Golden Fry,,130,8462
298,Mushroom Kabab,,140,8462
299,Gobi Kabab,,130,8462
300,Paneer Kabab,,140,8462
301,Harabhara Kabab,,140,8462
302,Crispy Veg Schezwan,,120,8462
303,Crispy Veg Pepper,,120,8462
304,Spicy Ginger Crispy Veg,,120,8462
305,Tomato Curry,,150,8462
306,Kadai Paneer,,170,8462
307,Malai Kofta,,170,8462
308,Paneer Guchi,,170,8462
309,Palak Paneer,,170,8462
310,Mutter Paneer,,170,8462
311,Kadai Veg Curry,,170,8462
312,Mix Veg Curry,,150,8462
313,Green Peas Masala,,140,8462
314,Chana Masala,,140,8462
315,Mushroom Masala,,170,8462
316,Mushroom Kadai,,170,8462
317,Aloo Mutter,,150,8462
318,Aloo Gobi,,150,8462
319,Aloo Capsicum,,150,8462
320,Kaju Masala,,170,8462
321,Aloo Palak,,150,8462
322,Gobi Palak,,150,8462
323,Gobi Manchurian Gravy,,170,8462
324,Mushroom Manchurian Gravy,,160,8462
325,Paneer Manchurian Gravy,,170,8462
326,Veg Do Pyaza,,170,8462
327,Paneer Palak Kofta,,170,8462
328,Chana Masala Paratha,,60,8462
329,Paneer Butter Masala Paratha,,85,8462
330,Aloo Paratha,,65,8462
331,Stuffed Veg Paratha,,65,8462
332,Stuffed Paneer Paratha,,65,8462
333,Stuffed Mix Paratha,,65,8462
334,Stuffed Gobi Paratha,,65,8462
335,Plain Paratha,,20,8462
336,Veg Pulao,,115,8462
337,Kadai Pulao,,115,8462
338,Jeera Rice,,110,8462
339,Ghee Rice,,110,8462
340,Jeera Paneer Rice,,115,8462
341,Palak Rice,,110,8462
342,Palak Paneer Rice,,115,8462
343,Pudina Rice,,110,8462
344,Baby Corn Rice,,110,8462
345,Pudina Paneer Rice,,120,8462
346,Peas Pulao,,110,8462
347,Paneer Peas Pulao,,120,8462
348,Paneer Herbed Rice,,130,8462
349,Mushroom Fried Rice,,115,8462
350,Veg Schezwan Fried Rice,,115,8462
351,Mushroom Schezwan Fried Rice,,120,8462
352,Paneer Schezwan Fried Rice,,120,8462
353,Paneer Manchurian Rice,,120,8462
354,Mushroom Manchurian Rice,,115,8462
355,Baby Corn Manchurian Rice,,120,8462
356,Singapoori Fried Rice,,115,8462
357,Mexican Fried Rice,,120,8462
358,Paneer Hunan Fried Rice,,120,8462
359,Mushroom Nooldes,,115,8462
360,Paneer Noodles,,115,8462
361,Pasta Noodles,,115,8462
362,Schezwan Noodles,,100,8462
363,Baby Corn Schezwan Noodles,,120,8462
364,Singapore Noodles,,120,8462
365,Mushroom Schezwan Noodles,,120,8462
366,Paneer Schezwan Noodles,,120,8462
367,Golden Chopsuey,,120,8462
368,Mix Manchurian Noodles,,120,8462
369,Chilli Garlic Potato Noodles,,90,8462
370,Schezwan Style Cripsy Nooles,,120,8462
371,Masala Dosa,,60,8462
372,Benne Plain Dosa,,50,8462
373,Onion Dosa,,65,8462
374,Set Dosa,,50,8462
375,Khali Dosa,,50,8462
376,Benne Khali Dosa,,50,8462
377,Spring Dosa,,70,8462
378,Veg Dosa,,60,8462
379,Cheese Dosa,,70,8462
380,Paneer Dosa,,70,8462
381,Avarkalu Dosa,,70,8462
382,Aloo Hunan Dry,,130,8462
383,Mushroom Hunan,,140,8462
384,Paneer Hunan,,140,8462
385,Thai Paneer,,140,8462
386,Thai Mushroom,,140,8462
387,Paneer Tawa Tikka,,140,8462
388,Crispy Veg Garlic,,120,8462
389,Crispy Chilly Paneer,,140,8462
390,Crispy Chilly Mushroom,,140,8462
391,Crispy Chilly Baby Corn,,140,8462
392,Crispy Chilly Gobi Dry,,140,8462
393,Crispy Chilly Aloo,,130,8462
394,Baby Corn Lollipop,,140,8462
395,Spicy Ginger Crispy Paneer,,140,8462
396,Paneer Pav Bhaji,,100.00 onwards,8462
397,Cheese Pav Bhaji,,100.00 onwards,8462
398,Vada Pav with Cheese,,80.00 onwards,8462
399,Cheese Burger,,80.00 onwards,8462
400,Masala Puri,,40,8462
401,Pani Puri,,40,8462
402,Bhel Puri,,40,8462
403,Aloo Puri,,40,8462
404,Dahi Puri,,40,8462
405,Sev Puri,,40,8462
406,Sev Dahi Puri,,40,8462
407,Samosa Chaat,,40,8462
408,Plain Samosa,,20,8462
409,Cutlet Masala,,40,8462
410,Plain Cutlet,,20,8462
411,Mushroom Frankie Roll,,80,8462
412,Kathi Roll,,90,8462
413,Mushroom Frankie with Cheese,,90,8462
414,Baby Corn Frankie with Cheese,,90,8462
415,Mix Frankie with Cheese,,80,8462
416,Veg Frankie with Cheese,,80,8462
417,Kathi Frankie with Cheese,,80,8462
418,Egg Bhurji,,60,8466
419,Aloo Paratha,,40,8466
420,Paneer Tikka Sandwich,,120,8466
421,Roti Combo 1,,110,8466
422,Roti Combo 2,,110,8466
423,Roti Combo 3,,130,8466
424,Roti Combo 4,,110,8466
425,Butter Roti Combo 1,,120,8466
426,Butter Roti Combo 2,,120,8466
427,Butter Roti Combo 3,,130,8466
428,Butter Roti Combo 4,,140,8466
429,Rice Combo 1,,120,8466
430,Rice Combo 2,,120,8466
431,Rice Combo 3,,130,8466
432,Rice Combo 4,,140,8466
433,Aloo Paratha Combo 1,,120.00 onwards,8466
434,Mix Veg Salad,,60,8466
435,Hera Bara Kabab,,90,8466
436,Veg Cutlet,,80,8466
437,French Fries,,70,8466
438,Potato Wedges,,80,8466
439,Chilli Veg,,80,8466
440,Veg Manchurian,,90,8466
441,Gobi Chilli Dry,,90,8466
442,Gobi 65,,80,8466
443,Chilli Potato,,90,8466
444,Honey Chilli Potato,,100,8466
445,Gobi Manchurian,,100,8466
446,Mushroom Manchurian,,120,8466
447,Meshroorn Pepper Dry,,120,8466
448,Paneer Chilli Dry,,130,8466
449,Paneer 65,,140,8466
450,Paneer Manchurian,,140,8466
451,Paneer Pepper Dry,,140,8466
452,Baby Corn Manchurian,,120,8466
453,Baby Corn Chilli,,120,8466
454,Baby Corn Pepper Dry,,120,8466
455,Boiled Egg,,15,8466
456,Desi Omelette,,50,8466
457,Egg Chilli,,120,8466
458,Chicken 65,,140,8466
459,Chicken Kebab,,140,8466
460,Chilli Chicken Dry,,150,8466
461,Chicken Manchurian,,150,8466
462,Chicken Lollipop,,150,8466
463,Pepper Chicken,,150,8466
464,Chicken Culler,,150,8466
465,Dal Fry,,130,8466
466,Dal Tadka,,130,8466
467,Dal Makhni,,140,8466
468,Rajma Masala,,140,8466
469,Aloo Palak,,130,8466
470,Aloo Gobi Masala,,130,8466
471,Gobi Chilli,,130,8466
472,Green Piece Masala,,130,8466
473,Mix Veg,,140,8466
474,Paneer Butter Masala,,150,8466
475,Paneer Chilli,,150,8466
476,Kadai Kofta,,150,8466
477,Malai Kofta,,150,8466
478,Mushroom Masala,,130,8466
479,Paneer Matar Masala,,150,8466
480,Aloo Matar Masala,,140,8466
481,Bari Com Attar Masada,,140,8466
482,Egg Curry,,150,8466
483,Kadai Chicken,,150,8466
484,Chilli Chicken,,150,8466
485,Butter Chicken,,150,8466
486,Chicken Curry,,150,8466
487,Palak Chicken,,150,8466
488,Plain Phulka,,10,8466
489,Butter Phulka,,12,8466
490,Plain Paratha,,20,8466
491,Gobi Paratha,,40,8466
492,Mooli Paratha,,40,8466
493,Paneer Paratha,,50,8466
494,Egg Mughali Paratha,,80,8466
495,Chicken Mughali Paratha,,100,8466
496,Plain Rice,,50,8466
497,Ghee Rice,,70,8466
498,Jeera Rice,,70,8466
499,Veg Biryani,,130,8466
500,Egg Biryani,,130,8466
501,Chicken Biryani,,150,8466
502,Exotic Veg Burger,,70,8466
503,Spicy Potato Burger,,80,8466
504,Paneer Tikka Burger,,100,8466
505,Egg Burger,,100,8466
506,Fried Chicken Burger,,120,8466
507,Grill Chicken Burger,,130,8466
508,Chicken Tikka Burger,,130,8466
509,Bombay Sandwich,,70,8466
510,Exotic Veg Sandwich,,70,8466
511,Cheese Sandwich,,80,8466
512,Spinach and Corn Sandwich,,90,8466
513,Egg and Cheese Sandwich,,100,8466
514,Grill Chicken Sandwich,,120,8466
515,Chicken Tikka Sandwich,,120,8466
516,Non Veg Club Sandwich,,130,8466
517,Veg Fried Rice,,120,8466
518,Mushroom Fried Rice,,130,8466
519,Paneer Fried Rice,,130,8466
520,Schezwan Fried Rice,,140,8466
521,Mushroom Garlic Fried Rice,,150,8466
522,Paneer Garlic Edged Rice,,160,8466
523,Egg Fried Rice,,130,8466
524,Chicken Fried Rice,,150,8466
525,Schezwan Chicken Fried Rice,,150,8466
526,Garlic Chicken Fried Rice,,150,8466
527,Mixed Fried Rice,,150,8466
528,Veg Noodles,,100,8466
529,Schezwan Veg Noodles,,110,8466
530,Egg Noodles,,120,8466
531,Schezwan Egg Noodles,,130,8466
532,Chicken Noodles,,140,8466
533,Schezwan Chicken Noodles,,150,8466
534,Aloo Roll,,50,8466
535,Paneer Roll,,90,8466
536,Mushroom Roll,,90,8466
537,Egg Roll,,80,8466
538,Chicken Roll,,90,8466
539,Single Egg Single Chicken Roll,,100,8466
540,Single Egg Double Chicken Roll,,120,8466
541,Double Egg Single Chicken Roll,,130,8466
542,Double Egg Double Chicken Roll,,150,8466
543,Plain Curd,,40,8466
544,Cucumber Raita,,50,8466
545,Boondi Raita,,50,8466
546,Mix Raita,,50,8466
547,Cucumber Salad,,40,8466
548,Gulab Jamun,,30.00 onwards,8466
549,Rasgulla,,30.00 onwards,8466
550,Brownie,,80,8466
551,Sweet Lime Soda,,40,8466
552,Lime Soda,,40,8466
553,Chaach,,50,8466
554,Jaljeera,,50,8466
555,Plain Lassi,,50,8466
556,Rose Lassi,,60,8466
557,Mango Lassi,,70,8466
558,Strawberry Lassi,,70,8466
559,Chocolate Shake,,100,8466
560,Black Currant Shake,,100,8466
561,Mineral Water ,1 Litre,30,8466
562,Coke ,500 ml,50,8466
563,Sprite ,500 ml,50,8466
564,Fanta ,500 ml,50,8466
565,Chicken Biryani,,160,8476
566,Chicken Biryani with Kabab ,1 Piece,200,8476
567,Ghee Rice with Egg Combo,,190,8476
568,Parotta with Dal Combo,,190,8476
569,Biryani Rice with Parotta Combo,,210,8476
570,Paneer Manchurian,,170,8476
571,Baby Corn Manchurian,,160,8476
572,Gobhi Manchurian,,120,8476
573,Chicken Kabab,,190,8476
574,Chicken Manchurian,,210,8476
575,Chicken Lollypop,,230,8476
576,Chicken 65,,200,8476
577,Chilli Chicken,,220,8476
578,Chicken Pepper Dry,,210,8476
579,Chicken Nuggets,,170,8476
580,Chicken Tikka ,6 Pieces,220,8476
581,Chicken Leg Piece ,2 Pieces,150,8476
582,Malai Kofta Masala,,230,8476
583,Dal Fry,,110,8476
584,Dal Tadka,,120,8476
585,Kadai Paneer,,200,8476
586,Shahi Paneer Masala,,220,8476
587,Aloo Gobhi,,150,8476
588,Palak Paneer,,150,8476
589,Aloo Jeera,,120,8476
590,Bhindi Masala,,160,8476
591,Bhindi Fry,,150,8476
592,Paneer Butter Masala,,200,8476
593,Paneer Matar Masala,,190,8476
594,Chicken Special Masala,,290,8476
595,Chicken Masala,,200,8476
596,Kadai Chicken,,250,8476
597,Butter Chicken,,250,8476
598,Chicken Curry,,180,8476
599,Tandoori Roti,,30,8476
600,Naan,,40,8476
601,Butter Naan,,50,8476
602,Butter Garlic Naan,,60,8476
603,Butter Tandoori Roti,,50,8476
604,Shahi Naan,,70,8476
605,Lachha Parotta,,30,8476
606,Aloo Parotta,,60,8476
607,Paneer Onion Parotta,,80,8476
608,Onion Parotta,,60,8476
609,Gobhi Parotta,,60,8476
610,Aloo Onion Parotta,,70,8476
611,Ghee Rice,,90,8476
612,Biryani Rice,,100,8476
613,Veg Pulao,,100,8476
614,Jeera Rice,,120,8476
615,Veg Biryani,,120,8476
616,Chicken Hyderabadi Biryani,,180,8476
617,Paneer Fried Rice,,170,8476
618,Egg Fried Rice,,120,8476
619,Chicken Fried Rice,,120,8476
620,Veg Noodles,,100,8476
621,Schezwan Veg Noodles,,180,8476
622,Egg Noodles,,130,8476
623,Schezwan Egg Noodles,,190,8476
624,Chicken Noodles,,150,8476
625,Schezwan Chicken Noodles,,210,8476
626,French Fries,,120,8476
627,Pav Bhaji,,120,8476
628,Gulab Jamun,,70,8476
629,Shahi Tukda,,80,8476
630,Shahi Kheer,,70,8476
631,Falooda,,120,8476
632,Urban Solace Chicken Platter,,350,10508
633,Sweet Corn Chicken Soup,,120.00 onwards,10508
634,Non Veg Caesar Salad,,220.00 onwards,10508
635,Veg Arrabiata Pasta,,220.00 onwards,10508
636,The Urban Solace Traditional English Breakfast Platter,,200.00 onwards,10508
637,Urban Solace Veg Platter,,300,10508
638,Grilled Tomatoes,,50,10508
639,Toast,,30,10508
640,"Toast, Butter and Jam",,50,10508
641,"Bread, Butter and Jam",,50,10508
642,Pancakes with Maple Syrup,,130,10508
643,Hash Browns,,60,10508
644,Baked Beans on Toast,,100,10508
645,Pancakes with Ice Cream and Chocolate Sauce,,160,10508
646,Pancakes with Honey,,100,10508
647,French Toast with Honey,,100,10508
648,French Toast with Maple Syrup,,120,10508
649,Cheese Omelette,,120,10508
650,Mushroom Omelette,,120,10508
651,Sunny Side Up,,80,10508
652,Single Side Fried Egg,,100,10508
653,Masala Omelette,,100,10508
654,Fried Egg,,80,10508
655,Both Side Fried Egg,,100,10508
656,Spanish Omelette,,150,10508
657,Egg Bhurji,,50,10508
658,The Urban Solace Special English Breakfast  Platter,,350.00 onwards,10508
659,Chicken Sausages,,120,10508
660,Chicken Kheema Omelette,,150,10508
661,Chicken Salami Omelette,,150,10508
662,Bacon and Egg,,250,10508
663,Bacon,,200,10508
664,Cream of Tomato Soup,,100.00 onwards,10508
665,Cream of Veg Soup,,100.00 onwards,10508
666,Cream of Mushroom Soup,,100.00 onwards,10508
667,Sopa Mexicana Soup,,100.00 onwards,10508
668,Spinach Soup,,100.00 onwards,10508
669,Veg and Basil Soup,,100.00 onwards,10508
670,Veg Noodle Soup,,100.00 onwards,10508
671,Cream of Chicken Soup,,120.00 onwards,10508
672,Tom Yum Chicken Soup,,120.00 onwards,10508
673,Hot and Sour Soup,,120.00 onwards,10508
674,Minestrone Soup,,120.00 onwards,10508
675,Veg Sweet Corn Salad,,180.00 onwards,10508
676,Veg Cool and Crispy Salad,,180.00 onwards,10508
677,Veg Spinach Salad,,180.00 onwards,10508
678,Veg Caesar Salad,,180.00 onwards,10508
679,Veg Hawaiian Salad,,180.00 onwards,10508
680,Veg Mediterranean Salad,,180.00 onwards,10508
681,Veg Pasta Salad,,180.00 onwards,10508
682,Tuna Salad,,250.00 onwards,10508
683,Non Veg Sweet Corn Salad,,220.00 onwards,10508
684,Non Veg Cool and Crispy Salad,,220.00 onwards,10508
685,Non Veg Spinach Salad,,220.00 onwards,10508
686,Non Veg Hawaiian Salad,,220.00 onwards,10508
687,Non Veg Mediterranean Salad,,220.00 onwards,10508
688,Non Veg Pasta Salad,,220.00 onwards,10508
689,Cheese Balls,,150,10508
690,Stuffed Mushroom,,180,10508
691,Golden Fried Baby Corn,,160,10508
692,French Fries,,100,10508
693,Cheese Fries,,140,10508
694,Gobi Manchurian,,150,10508
695,Chilli Paneer,,180,10508
696,Paneer Manchurian,,180,10508
697,Crunchy Potato Nuggets,,150,10508
698,Crunchy Potato and Cheese Nuggets,,200,10508
699,Spicy Herded Potato Wedges,,200,10508
700,Onion Rings,,150,10508
701,Nachos with Cheese,,150,10508
702,Mexican Meat Balls,,180,10508
703,Chicken Gujons,,180,10508
704,Juicy Pepper Chicken,,200,10508
705,Chicken Wings,,200,10508
706,Chicken Lollipop,,200,10508
707,Crispy Fried Chicken,,200,10508
708,Chilli Chicken,,180,10508
709,Spicy Basil Chicken,,180,10508
710,Chilli Beef,,220,10508
711,Pepper Beef,,220,10508
712,Spicy Basil Beef,,220,10508
713,Spicy Basil Fish,,250,10508
714,Fish Fingers,,200,10508
715,Fish and Chips,,250,10508
716,Chilli Fish,,250,10508
717,Veg A'la King,,230.00 onwards,10508
718,Veg Paprika,,230.00 onwards,10508
719,Cottage Cheese Shashlik,,230.00 onwards,10508
720,Stir Fried Veggies,,230.00 onwards,10508
721,Veg Egg Plant Parmesan,,230.00 onwards,10508
722,Green Thai Curry,,230.00 onwards,10508
723,Chicken Paprika,,250.00 onwards,10508
724,Chicken Stroganoff,,250.00 onwards,10508
725,Beef Stroganoff,,250.00 onwards,10508
726,Mexican Chicken,,250.00 onwards,10508
727,Poulet Champignon,,250.00 onwards,10508
728,Chicken Red Thai Curry,,250.00 onwards,10508
729,Chicken Green Thai Curry,,250.00 onwards,10508
730,Beef Red Thai Curry,,280.00 onwards,10508
731,Beef Green Thai Curry,,280.00 onwards,10508
732,Fish Red Thai Curry,,280.00 onwards,10508
733,Fish Green Thai Curry,,280.00 onwards,10508
