ID,Item,Item_det,Price,Resturant_id
28642,Crispy Soya Chunks,,125,9185
28643,Roasted Spicy Mushrooms and Veggie,,135,9185
28644,Grilled Baby Corn with Peri Peri Seasoning,,135,9185
28645,Mushroom Crostini,,135,9185
28646,Cottage Cheese Skewers,,145,9185
28647,Sistow Chicken Skewers,,135,9185
28648,Sesame Mustard Chicken,,145,9185
28649,Smoked BBQ Chicken,,155,9185
28650,Cajun Chicken Skewers,,155,9185
28651,Spicy Shredded Chicken,,150,9185
28652,Crumb Fried Chicken Slice,,155,9185
28653,Fried Chicken Lollipop,,150,9185
28654,BBQ Chicken Wings,,150,9185
28655,Schezwan Chicken,,145,9185
28656,Ratatouille,,185.00 onwards,9185
28657,Veg Medley,,195.00 onwards,9185
28658,Cottage Cheese with Rosemary Sauce,,215.00 onwards,9185
28659,Alaking,,195.00 onwards,9185
28660,Cordon Bleu Steak,,185.00 onwards,9185
28661,Stuffed Chicken Pockets,,245.00 onwards,9185
28662,Chicken Stroganoff,,225.00 onwards,9185
28663,Spanash Leg Roast,,245.00 onwards,9185
28664,Portuguese Chicken,,235.00 onwards,9185
28665,Chicken Steak in Spicy Brown Sauce,,225.00 onwards,9185
28666,Garlic Herb Chicken Breast,,235.00 onwards,9185
28667,Aglio Alio Pasta,,150.00 onwards,9185
28668,Primavera Pasta,,165.00 onwards,9185
28669,White Pepper Bechamel Pasta,,170.00 onwards,9185
28670,White Pepper Spicy Cilantro Pasta,,185.00 onwards,9185
28671,Arrabiata Pasta,,175.00 onwards,9185
28672,Jalapeno Alfredo Pasta,,195.00 onwards,9185
28673,Green Chilli Spinach Pasta,,175.00 onwards,9185
28674,Burnt Garlic Risotto,,165.00 onwards,9185
28675,Spicy Sun Dried Tomato Risotto,,165.00 onwards,9185
28676,Button Mushroom Chilli Risotto,,170.00 onwards,9185
28677,French Fries,,75,9185
28678,Garlic Bread with Cheese,,85,9185
28679,Cheese Bell Pepper Toast,,95,9185
28680,Spinach Corn Toast,,95,9185
28681,Jalapeno Cheese Toast,,95,9185
28682,Choco Cheese Toast,,105,9185
28683,Chicken Nuggets,,95,9185
28684,Garlic Bread with Chicken,,115,9185
28685,Tortilla Corn Wrap,,105.00 onwards,9185
28686,Quesadillas Wrap,,125.00 onwards,9185
28687,Italian Maggi,,80.00 onwards,9185
28688,Primavera Maggi,,85.00 onwards,9185
28689,Cottage Cheese Maggi,,75.00 onwards,9185
28690,Jalapeno Herb Maggi,,70.00 onwards,9185
28691,Schezwan Maggi,,75.00 onwards,9185
28692,Herb Rice,,115.00 onwards,9185
28693,Burnt Garlic Rice,,125.00 onwards,9185
28694,Chilli Mustard Rice,,115.00 onwards,9185
28695,Pepper Mushroom Rice,,115.00 onwards,9185
28696,Soya Chunks Chilli Rice,,115.00 onwards,9185
28697,Schezwan Rice,,115.00 onwards,9185
28698,Burnt Garlic Noodles,,125.00 onwards,9185
28699,Chilli Mustard Noodles,,125.00 onwards,9185
28700,Soya Chunk Chilli Noodles,,125.00 onwards,9185
28701,Schezwan Noodles,,125.00 onwards,9185
28702,Mineral Water,,20.00 onwards,9185
28703,Chicken Kabab,,65.00 onwards,7960
28704,Chicken Tandoori,,170.00 onwards,7960
28705,Chicken Chilli,,130,7960
28706,Methi Malai Paneer,,110,7960
28707,Chicken Butter Masala,,130,7960
28708,Double Egg Chicken Roll,,90,7960
28709,Egg Schezwan Noodles,,105,7960
28710,Tandoori Roti,,15,7960
28711,Ghee Rice,,80,7960
28712,Veg Biryani,,100,7960
28713,Chicken Biriyani,,130,7960
28714,Crispy Fried Mushroom,,90,7960
28715,Baby Corn Pepper Dry,,85,7960
28716,Mushroom Pepper Dry,,90,7960
28717,Paneer Tikka Dry,,120,7960
28718,Cheese Balls,,130,7960
28719,Baby Corn Manchurian,,80,7960
28720,Baby Corn Chilli,,80,7960
28721,Mushroom Manchurian,,90,7960
28722,Mushroom Chilli,,90,7960
28723,Paneer Manchurian,,110,7960
28724,Paneer Chilli,,110,7960
28725,Paneer Hot Garlic,,125,7960
28726,Egg Pakoda,,40,7960
28727,Chicken Pakoda,,120,7960
28728,Chicken Fry,,120,7960
28729,Lemon Chicken,,130,7960
28730,Chicken Pepper Dry,,130,7960
28731,Chicken Tangri Kabab,,100,7960
28732,Chicken Kalmi Kabab,,100,7960
28733,Chicken Reshmi Kabab,,120,7960
28734,French Chicken,,150,7960
28735,Chicken Tikka,,120,7960
28736,Chicken Manchurian,,130,7960
28737,Chili Fish,,150,7960
28738,Amritsari Fish Tikka,,200,7960
28739,Dal Fry,,75,7960
28740,Dal Tadka,,90,7960
28741,Aloo Palak,,80,7960
28742,Aloo Do Pyaza,,80,7960
28743,Aloo Gobi,,85,7960
28744,Mixed Vegetable Masala,,80,7960
28745,Veg Kolhapuri,,85,7960
28746,Veg Do Pyaza,,90,7960
28747,Veg Kadhai,,90,7960
28748,Matar Paneer,,100,7960
28749,Palak Paneer,,110,7960
28750,Paneer Butter Masala,,120,7960
28751,Paneer Kolhapuri,,110,7960
28752,Paneer Tikka Masala,,150,7960
28753,Kadhai Paneer,,100,7960
28754,Paneer Handi,,100,7960
28755,Paneer Bhurji,,130,7960
28756,Mushroom Masala,,80,7960
28757,Mushroom Kadhai,,90,7960
28758,Kaju Masala,,140,7960
28759,Egg Masala,,65,7960
28760,Egg Kolhapuri,,80,7960
28761,Egg Do Pyaza,,85,7960
28762,Egg Dhamaka,,90,7960
28763,Chicken Masala,,125,7960
28764,Chicken Hyderabadi,,130,7960
28765,Methi Malai Chicken,,145,7960
28766,Chicken Tikka Masala,,150,7960
28767,Chicken Kolhapuri,,130,7960
28768,Kadhai Chicken,,120,7960
28769,Chicken Handi,,120,7960
28770,Chicken Do Pyaza,,130,7960
28771,Mutton Fry,,180,7960
28772,Mutton Masala,,195,7960
28773,Mutton Kolhapuri,,220,7960
28774,Mutton Do Pyaza,,220,7960
28775,Veg Korma Masala,,110,7960
28776,Shahi Veg Masala,,120,7960
28777,Punjabi Veg Kofta,,130,7960
28778,Panjabi Paneer Kofta,,150,7960
28779,Chicken Keema Masala,,180,7960
28780,Chicken Maharaja,,190,7960
28781,Chicken Lapeta,,210,7960
28782,Butter Roti,,20,7960
28783,Plain Naan,,25,7960
28784,Butter Naan,,35,7960
28785,Garlic Naan,,50,7960
28786,Plain Kulcha,,25,7960
28787,Butter Kulcha,,35,7960
28788,Masala Kulcha,,45,7960
28789,Butter Masala Kulcha,,50,7960
28790,2 Tandoori Aloo Paratha,,80,7960
28791,2 Tandoori Paneer Paratha,,130,7960
28792,2 Keema Paratha,,150,7960
28793,Plain Rice,,20.00 onwards,7960
28794,Jeera Rice,,65,7960
28795,Corn Methi Pulao,,80,7960
28796,Dal Khichdi,,90,7960
28797,Peas Pulao,,90,7960
28798,Palak Rice,,90,7960
28799,Mixed Veg Pulao,,90,7960
28800,Khuska,,85,7960
28801,Egg Biryani,,100,7960
28802,Mutton Biriyani,,190,7960
28803,Keema Dal Khichdi,,150,7960
28804,Chicken Tikka Biriyani,,160,7960
28805,Chicken Tangri Biriyani,,180,7960
28806,Fish Tikka Biriyani,,195,7960
28807,Veg Fried Rice,,85,7960
28808,Veg Schezwan Fried Rice,,95,7960
28809,Veg Garlic Fried Rice,,100,7960
28810,Egg Fried Rice,,100,7960
28811,Egg Schezwan Fried Rice,,110,7960
28812,Egg Garlic Fried Rice,,120,7960
28813,Chicken Fried Rice,,120,7960
28814,Chicken Schezwan Fried Rice,,125,7960
28815,Chicken Garlic Fried Rice,,140,7960
28816,Mixed Fried Rice,,130,7960
28817,Mixed Schezwan Fried Rice,,140,7960
28818,Mixed Garlic Fried Rice,,150,7960
28819,Veg Noodles,,80,7960
28820,Veg Schezwan Noodles,,90,7960
28821,Egg Noodles,,90,7960
28822,Chicken Noodles,,100,7960
28823,Chicken Schezwan Noodles,,120,7960
28824,Egg Chicken Roll,,80,7960
28825,Double Chicken Roll,,100,7960
28826,Double Egg Double Chicken Roll,,120,7960
28827,Boneless Punjabi Butter Chicken,,185.00 onwards,9084
28828,Chicken 65,,140,9084
28829,Boneless Chilly Chicken,,140,9084
28830,Hyderabadi Veg Biryani,,179,9084
28831,Indian Veg Meal Pack,,175.00 onwards,9084
28832,Indian Chicken Meal Pack,,190.00 onwards,9084
28833,Hyderabadi Chicken Biryani,,189,9084
28834,Chicken Italian Lasagna,,220,9084
28835,Murg Dum Biryani ,"King, Serves 2",375,9084
28836,Chicken Basmati Fried Rice,,145,9084
28837,Veg Croquettes,,130,9084
28838,Veg Manchurian,,130,9084
28839,Garlic Bread,,100,9084
28840,Aloo 65,,130,9084
28841,Scotch Eggs,,130,9084
28842,Boneless Chicken Manchurian,,140,9084
28843,Dal Tadka,,135,9084
28844,Mughlai Kaju Malai Paneer and Subz Kofta,,175.00 onwards,9084
28845,Kolhpuri Kadai Paneer and Subz,,175.00 onwards,9084
28846,Punjabi Butter Paneer Aloo Gobi,,175.00 onwards,9084
28847,"Indo Chinese Chilly Paneer, Onion and Capsicum",,175.00 onwards,9084
28848,Indo Chinese Veg Manchurian,,175.00 onwards,9084
28849,Boiled Egg Bhurji,,105,9084
28850,Fried Egg Bhurji,,105,9084
28851,Boneless Bengali Chicken Kosha,,160.00 onwards,9084
28852,Mughlai Kaju Malai Chicken Kofta,,185.00 onwards,9084
28853,Kolhapuri Kadai Chicken,,185.00 onwards,9084
28854,Boneless Indo Chinese Chilly Chicken,,185.00 onwards,9084
28855,Boneless Indo Chinese Chicken Manchurian,,185.00 onwards,9084
28856,Veg Italian Lasagna,,210,9084
28857,Veg Cheese Pasta,,175,9084
28858,Veg American Pepper Steak,,175,9084
28859,Veg Indo Chinese,,175.00 onwards,9084
28860,Boneless Chicken Pasta,,190,9084
28861,Chicken Indo Chinese,,190.00 onwards,9084
28862,1 Parotta,,25,9084
28863,1 Tawa Naan,,25,9084
28864,Ghee Basmati Rice,,100,9084
28865,Veg Basmati Pulao,,140,9084
28866,Paneer Dum Subz-e-Biryani ,Regular,190,9084
28867,Paneer Dum Subz-e-Biryani ,"King, Serves 2",365,9084
28868,Paneer Dum Subz-e-Biryani ,"Family, Serves 4",720,9084
28869,"Veg Korma Biryani	 ",Regular,180,9084
28870,"Veg Korma Biryani	 ","King, Serves 2",345,9084
28871,"Veg Korma Biryani	 ","Family, Serves 4",680,9084
28872,Shahi Veg Dum Biryani ,Regular,195,9084
28873,Shahi Veg Dum Biryani ,"King, Serves 2",375,9084
28874,"Shahi Veg Dum Biryani	 ","Family, Serves 4",740,9084
28875,Murg Dum Biryani ,Regular,200,9084
28876,Murg Dum Biryani ,"Family, Serves 4",740,9084
28877,Murg Kheema biryani ,Regular,210,9084
28878,Murg Kheema biryani ,"King, Serves 2",390,9084
28879,Murg Kheema biryani ,"Family, Serves 4",770,9084
28880,Murgh Korma Biryani ,Regular,210,9084
28881,Murgh Korma Biryani ,"King, Serves 2",390,9084
28882,Murgh Korma Biryani ,"Family, Serves 4",770,9084
28883,Murg Shahi Dum Biryani ,Regular,220,9084
28884,Murg Shahi Dum Biryani ,"King, Serves 2",400,9084
28885,Murg Shahi Dum Biryani ,"Family, Serves 4",790,9084
28886,Veg Basmati Fried Rice,,135,9084
28887,Veg Fried Noodles,,125,9084
28888,Egg Basmati Fried Rice,,135,9084
28889,Egg Fried Noodles,,135,9084
28890,Chicken Fried Noodles,,145,9084
28891,Mixed Veg Raita,,41,9084
28892,Curd,,30.75,9084
28893,Coke ,600 ml,50,9084
28894,Thums Up ,600 ml,50,9084
28895,Sprite ,600 ml,50,9084
28896,Baby Corn Manchurian,,180,11077
28897,Veg Biryani,,180,11077
28898,Paneer Butter Masala,,220,11077
28899,Paneer Jodhpuri,,220,11077
28900,Tandoori Roti,,30,11077
28901,Veg Thali,,250,11077
28902,Veg Tomato Soup,,90,11077
28903,Veg Noodle Soup,,90,11077
28904,Veg Sweet Corn Soup,,90,11077
28905,Veg Clear Soup,,90,11077
28906,Veg Hot and Sour Soup,,90,11077
28907,Veg Manchow Soup,,90,11077
28908,Veg Mushroom Soup,,90,11077
28909,French Fires,,90,11077
28910,Masala Fries,,95,11077
28911,Moong Dal Mangode ,8 Pieces,150,11077
28912,Hara Bara Kabab ,8 Pieces,150,11077
28913,Palak Pakoda ,8 Pieces,150,11077
28914,Onion Pakoda ,8 Pieces,150,11077
28915,Veg Pakoda,,150,11077
28916,Onion Rings,,150,11077
28917,Capsicum Pakoda ,8 Pieces,150,11077
28918,Aloo Pakoda ,8 Pieces,150,11077
28919,Gobi Pakoda,,150,11077
28920,Bread Pakoda ,4 Pieces,160,11077
28921,Dahi Vada ,8 Pieces,160,11077
28922,Paneer Pakoda ,8 Pieces,180,11077
28923,Veg Manchurian,,180,11077
28924,Gobhi Manchurian,,180,11077
28925,Mushroom Manchurian,,180,11077
28926,Chilly Potato,,200,11077
28927,Chilly Gobhi,,200,11077
28928,Chilly Mushroom,,200,11077
28929,Baby Corn Chilly,,200,11077
28930,Golden Fried Baby Corn,,200,11077
28931,Gobhi 65,,200,11077
28932,Chilly Paneer,,220,11077
28933,Paneer 65,,220,11077
28934,Paneer Manchurian,,220,11077
28935,Paneer Chilly Pepper Dry,,220,11077
28936,Mushroom Chilly Pepper Dry,,220,11077
28937,Aloo Chilly Pepper Dry,,220,11077
28938,AIoo Gobhi Masala,,190,11077
28939,AIoo Gobhi Dry,,180,11077
28940,AIoo Jeera Dry,,180,11077
28941,Aloo Methi,,190,11077
28942,AIoo Gobhi Matar,,190,11077
28943,Aloo Palak,,190,11077
28944,AIoo Channa,,190,11077
28945,Stuffed Aloo Gravy,,190,11077
28946,Dum Aloo,,200,11077
28947,Pudina Dip Dum Aloo,,200,11077
28948,Shahi Paneer,,220,11077
28949,Paneer 65 Gravy,,220,11077
28950,Palak Paneer,,220,11077
28951,Kadai Paneer,,220,11077
28952,Paneer Capsicum,,220,11077
28953,Paneer Matar,,220,11077
28954,Dum Aloo Kashmiri,,220,11077
28955,Stuffed Tomato,,220,11077
28956,Malai Kofta,,220,11077
28957,Gobhi Manchurian Gravy,,190,11077
28958,Baby corn Manchurian  Gravy,,190,11077
28959,Veg Manchurian Gravy,,190,11077
28960,Mushroom Manchurian Gravy,,190,11077
28961,Paneer Manchurian Gravy,,250,11077
28962,Dal Makhani,,180,11077
28963,Yellow Dal Fry,,190,11077
28964,Dal Tadka,,190,11077
28965,Dal Palak,,190,11077
28966,Dal Maharani,,190,11077
28967,Rajma Masala,,180,11077
28968,Channa Masala,,180,11077
28969,Bhindi Fry Dry,,180,11077
28970,Bhindi Masala,,180,11077
28971,Capsicum Masala,,180,11077
28972,Shahi Bhindi,,200,11077
28973,Kadhai Vegetable,,200,11077
28974,Veg Kolhapuri,,200,11077
28975,Mushroom Masala,,200,11077
28976,Kadhai Mushroom,,200,11077
28977,Corn Masala,,200,11077
28978,Mix Vegetable,,200,11077
28979,Mushroom Butter Masala,,200,11077
28980,Com Palak,,210,11077
28981,Matar Methi Malai,,210,11077
28982,Gatte Ki Sabzi,,210,11077
28983,Mughlai Shahi Paneer,,220,11077
28984,Paneer Bhurji,,220.00 onwards,11077
28985,Kaju Matar Makana,,250,11077
28986,Phulka,,20,11077
28987,Ghee Phulka,,25,11077
28988,Plain Paratha,,40,11077
28989,Sattu Paratha,,40,11077
28990,Missi Rati,,40,11077
28991,Lachha Paratha,,45,11077
28992,Aloo Paratha,,90,11077
28993,Gobi Paratha,,90,11077
28994,Methi Paratha,,90,11077
28995,Onion Paratha,,90,11077
28996,Mooli Paratha,,90,11077
28997,Aloo Onion Paratha,,90,11077
28998,Matar Paratha,,90,11077
28999,Masala Paratha,,90,11077
29000,Veg Paratha,,90,11077
29001,Paneer Paratha,,100,11077
29002,Aloo Paneer Paratha,,100,11077
29003,Corn Paneer Paratha,,100,11077
29004,Chole Bhatura ,2 Pieces,120.00 onwards,11077
29005,Puri Subzi ,4 Pieces,180.00 onwards,11077
29006,Palak Puri Subzi ,4 Pieces,190.00 onwards,11077
29007,Mutter Puri Subzi ,4 Pieces,190.00 onwards,11077
29008,Tandoori Butter Roti,,35,11077
29009,Tandoori Naan,,40,11077
29010,Tandoori Butter Naan,,45,11077
29011,Tandoori Garlic Naan,,50,11077
29012,Tandoori Kulcha,,50,11077
29013,Tandoori Garlic Kulcha,,50,11077
29014,Tandoori Butter Kulcha,,60,11077
29015,Tandoori Stuff Kulcha,,90,11077
29016,Tandoori Amritsari Kulcha,,90,11077
29017,Plain Rice,,70,11077
29018,Curd Rice,,90,11077
29019,Peas Pulao,,160,11077
29020,Jeera Rice,,160,11077
29021,Veg Pulao,,180,11077
29022,Methi Pulao,,180,11077
29023,Palak Pulao,,180,11077
29024,Ghee Rice,,180,11077
29025,Masala Rice,,180,11077
29026,Mushroom Biryani,,180,11077
29027,Veg Fried Rice,,180,11077
29028,Ginger Fried Rice,,180,11077
29029,Chilly Garlic Fried Rice,,180,11077
29030,Schezwan Fried Rice,,180,11077
29031,Mushroom Fried Rice,,180,11077
29032,Noodles with Fried Rice,,180,11077
29033,Paneer Fried Rice,,220,11077
29034,Veg Noodles,,200,11077
29035,Ginger Noodles,,200,11077
29036,Chilly Garlic Noodles,,200,11077
29037,Schezwan Noodles,,200,11077
29038,Hakka Noodles,,220,11077
29039,Veg Chopsuey,,220,11077
29040,Chinese Chopsuey,,220,11077
29041,Mix Green Salad,,90,11077
29042,Onion Salad,,90,11077
29043,Cucumber Salad,,90,11077
29044,Tomato Salad,,90,11077
29045,Veg Raita,,90,11077
29046,Boondi Raita,,90,11077
29047,Pudina Raita,,90,11077
29048,Plain Dahi,,40,11077
29049,Masala Peanut,,95,11077
29050,Roasted Plain Papad,,40,11077
29051,Roasted Masala Papad,,50,11077
29052,Gulab Jamun ,1 Piece,30,11077
29053,Butter Milk,,40,11077
29054,Jaljeera,,40,11077
29055,Lime Water,,40.00 onwards,11077
29056,Rose Sharbat,,40,11077
29057,7Up ,200 ml,30,11077
29058,Pepsi ,200 ml,30,11077
29059,Masala Pepsi ,200 ml,40,11077
29060,Fresh Lime Soda,,40.00 onwards,11077
29061,Lassi,,50.00 onwards,11077
29062,Dry Fruit Lassi,,70,11077
29063,Mango Smoothie,,70,11077
29064,Rose Smoothie,,70,11077
29065,Tea,,30,11077
29066,Coffee,,30,11077
29067,Masala Tea,,30,11077
29068,Ginger Tea,,30,11077
29069,Mineral Water ,1 litre,20,11077
29070,Veg Noodles Combo,,149,10039
29071,Chicken Noodles Combo,,149,10039
29072,Chicken Fried Rice Combo,,149,10039
29073,Hyderabadi Dum Veg Biryani,,99,10039
29074,Boneless Lazeez Chicken Biryani,,99,10039
29075,Chicken Noodles,,99,10039
29076,Paratha Veg Combo,,149,10039
29077,Signature Desi Veg Combo,,149,10039
29078,Veg Fried Rice Combo,,149,10039
29079,Biryani Combo,,149,10039
29080,Chicken Gravy Combo,,149,10039
29081,Desi Non Veg Combo,,149,10039
29082,Masala Paneer Tikka with French Fries,,99,10039
29083,Veg Wrap with French Fries,,99,10039
29084,Paneer Roll with French Fries,,99,10039
29085,Egg Roll with French Fries,,99,10039
29086,Chicken Wrap with French Fries,,99,10039
29087,Chicken Mexican Wrap with French Fries,,99,10039
29088,Smokey Chicken Wrap with French Fries,,99,10039
29089,Mushroom Pepper,,99,10039
29090,Paneer Dry,,99,10039
29091,Paneer Manchurian,,99,10039
29092,Mushroom Manchurian,,99,10039
29093,Baby corn Manchurian,,99,10039
29094,Egg Pakoda,,99,10039
29095,Egg Omelette ,3 Eggs,99,10039
29096,Chicken Kabab ,6 Pieces,99,10039
29097,Pepper Chicken,,99,10039
29098,Guntur Chicken,,99,10039
29099,Kakinara Chicken,,99,10039
29100,Andhra Chilli Chicken,,99,10039
29101,Andhra Pepper Chicken,,99,10039
29102,Chilli Chicken,,99,10039
29103,Garlic Chicken,,99,10039
29104,Chicken 65,,99,10039
29105,Hyderabadi Makhmali Paneer Biryani,,99,10039
29106,Hyderabadi Shahi Mushroom Biryani,,99,10039
29107,Hyderabadi Chicken Sahi Dum Biryani,,99,10039
29108,Gosht Authentic Chicken Biryani,,99,10039
29109,Chicken Keema Biryani,,99,10039
29110,Bhuna Chicken Biryani,,99,10039
29111,Veg Fried Rice,,99,10039
29112,Egg Fried Rice,,99,10039
29113,Chicken Fried Rice,,99,10039
29114,Veg Noodles,,99,10039
29115,Egg Noodles,,99,10039
29116,Veg Package 1 ,Serves 2-3,449,10746
29117,Chicken Package 1 ,Serves 2-3,699,10746
29118,Tandoori Mushroom,,190,10746
29119,Chicken Seekh Kabab,,240,10746
29120,Grill Chicken with BBQ Sauce,,180.00 onwards,10746
29121,Veg Package 2 ,Serves 4-5,899,10746
29122,Veg Package 3 ,Serves 8-10,1799,10746
29123,Veg Package 4 ,Serves 10-12,2499,10746
29124,Chicken Package 2 ,Serves 4-5,1299,10746
29125,Chicken Package 3 ,Serves 8-10,2299,10746
29126,Chicken Package 4 ,Serves 10-12,2999,10746
29127,Mutton Package 1 ,Serves 2-3,799,10746
29128,Mutton Package 2 ,Serves 4-5,1499,10746
29129,Mutton Package 3 ,Serves 8-10,2799,10746
29130,Mutton Package 4 ,Serves 10-12,3499,10746
29131,Cream of Corn Soup,,110,10746
29132,Veg Wonton Soup,,110,10746
29133,Veg Sweet Corn Soup,,110,10746
29134,Veg Hot and Sour Soup,,110,10746
29135,Veg Clear Soup,,110,10746
29136,Veg Manchow Soup,,110,10746
29137,Tomato Dhania Shorba,,110,10746
29138,Cream of Chicken Soup,,130,10746
29139,Chicken Wonton Soup,,130,10746
29140,Chicken Sweet Corn Soup,,130,10746
29141,Chicken Hot and Sour Soup,,130,10746
29142,Chicken Manchow Soup,,130,10746
29143,Chicken Clear Soup,,130,10746
29144,Murg Dhania Shorba,,130,10746
29145,Thoum Salad,,35.00 onwards,10746
29146,Hummus Salad,,45.00 onwards,10746
29147,Fattoush Salad,,100,10746
29148,Green Fresh Salad,,80,10746
29149,Russian Salad,,110,10746
29150,Veg Hawaiian Salad,,120,10746
29151,Tossed Salad,,110,10746
29152,Veg Grilled Salad,,120,10746
29153,Arabian Yogurt Salad,,125,10746
29154,Arabian Special Veg Salad,,135,10746
29155,Veg Salad Kiar,,125,10746
29156,Roast Vegetable and Egg Salad,,120,10746
29157,Non Veg Hawaiian Salad,,120,10746
29158,Chicken Tikka Ceasar Salad,,120,10746
29159,Roast Chicken Salad,,120,10746
29160,Non Veg Veg Grilled Salad,,120,10746
29161,Arabian Special Non Veg Salad,,135,10746
29162,Non Veg Salad Kiar,,125,10746
29163,Tandoori Gobi,,180,10746
29164,Paneer Tikka,,200,10746
29165,Tiranga Paneer Tikka,,200,10746
29166,Hariyali Paneer Tikka,,200,10746
29167,Tandoori Veg Platter,,450,10746
29168,Boiled Egg ,2 Eggs,20,10746
29169,Egg Roast ,2 Eggs,60,10746
29170,Egg Bhurji,,60,10746
29171,Egg Bulls Eye ,2 Eggs,50,10746
29172,Egg Omelette,,40,10746
29173,Chicken Tikka,,240,10746
29174,Tandoori Chicken,,160.00 onwards,10746
29175,Afghani Chicken,,200.00 onwards,10746
29176,Hariyali Chicken Tikka,,240,10746
29177,Irani Chicken Tikka,,240,10746
29178,Malai Tikka,,240,10746
29179,Tangdi Kabab,,220,10746
29180,Malai Mutton Kabab,,360,10746
29181,Hariyali Fish Tikka,,340,10746
29182,Tandoori Platter,,480.00 onwards,10746
29183,Mushroom Pepper Salt,,180,10746
29184,Crispy Chilli Potato,,170,10746
29185,Crispy Chilli Babycorn,,180,10746
29186,American Corn Pepper Salt,,200,10746
29187,Veg Manchurian,,200,10746
29188,Diced Mushroom with Sweet Chilli Sauce,,210,10746
29189,Babycorn Mushroom Salt and Pepper,,200,10746
29190,Chilli Mushroom Dry,,180,10746
29191,Drums of Heaven,,240,10746
29192,Red Dragon Chicken,,250,10746
29193,Salt and Pepper Chicken,,240,10746
29194,Chicken Lollypop,,250,10746
29195,Sliced Chicken with 8 to 8 Sauce,,250,10746
29196,Hongkong Spicy Chicken,,250,10746
29197,Shanghai Chicken Dry,,250,10746
29198,Chilli Honey Sliced Chicken,,240,10746
29199,Hot Chilli Pepper Chicken,,250,10746
29200,Chilli Lamb Dry,,320,10746
29201,Shredded Lamb with Chilli Oyster Sauce,,340,10746
29202,Cronjee Crispy Lamb,,320,10746
29203,Dragon Fish,,320,10746
29204,Pan Fried Chilli Fish,,290,10746
29205,Salt and Pepper Prawns,,380,10746
29206,Golden Fried Prawns,,390,10746
29207,Salt and Pepper Fish,,320,10746
29208,Prawns Tampura with Veg,,390,10746
29209,Kadhai Veg,,160,10746
29210,Aloo Gobi,,150,10746
29211,Aloo Matar ka Jal,,160,10746
29212,Aloo Matar,,150,10746
29213,Aloo Jeera,,150,10746
29214,Paneer Butter Masala,,180,10746
29215,Paneer Tikka Masala,,200,10746
29216,Paneer Shahi Korma,,180,10746
29217,Paneer Makhani,,180,10746
29218,Palak Paneer,,180,10746
29219,Kadhai Paneer,,185,10746
29220,Paneer Lababdar,,200,10746
29221,Dal Fry,,125,10746
29222,Dal Tadka,,135,10746
29223,Dal Palak,,165,10746
29224,Dal Makhani,,145,10746
29225,Veg Jalfrezi,,160,10746
29226,Veg Makhani,,165,10746
29227,Bhindi Masala,,160,10746
29228,Bhindi Do Pyaza,,165,10746
29229,Chole Masala,,145,10746
29230,Green Peas Masala,,145,10746
29231,Mushroom Masala,,160,10746
29232,Navarathna Korma,,165,10746
29233,Sabzi Makhan Wala,,160,10746
29234,Egg Peas Masala,,70,10746
29235,Kadhai Murg,,240,10746
29236,Butter Chicken,,230,10746
29237,Chicken Masala,,220,10746
29238,Chicken Tikka Masala,,240,10746
29239,Murg Achari,,230,10746
29240,Murg Saagwala,,240,10746
29241,Pahadi Murg,,245,10746
29242,Murg Adraki,,240,10746
29243,Chicken Do Pyaza,,240,10746
29244,Dum Murg Kali Mirchi,,260,10746
29245,Mutton Rogan Josh,,290,10746
29246,Kadhai Gosht,,290,10746
29247,Keema Matar,,300,10746
29248,Mutton Curry,,280,10746
29249,Lala Mash,,290,10746
29250,Bhuna Gosht,,290,10746
29251,Mutton Saagwala,,300,10746
29252,Mutton Rara,,300,10746
29253,Fish Tikka Masala,,310,10746
29254,Punjab Fish Curry,,280,10746
29255,Bangali Fish Curry,,280,10746
29256,Amrithsari Fish,,280,10746
29257,Mix Veg in Hot Garlic Sauce,,190,10746
29258,Mushroom Chilli,,180,10746
29259,Gobi Munchurian,,200,10746
29260,Chilli Paneer,,200,10746
29261,Paneer Manchurian,,200,10746
29262,Chilli Chicken,,230,10746
29263,Boneless Chilli Chicken,,270,10746
29264,Ginger Chicken,,250,10746
29265,Shanghai Chicken,,240,10746
29266,Chicken Manchurian,,250,10746
29267,Green Pepper Chicken,,260,10746
29268,Butter Pepper Chicken,,260,10746
29269,Lemon Chicken,,250,10746
29270,Hot Garlic Chicken,,250,10746
29271,Sweet and Sour Chicken,,250,10746
29272,Garlic Pepper Chicken,,250,10746
29273,Shredded Chicken with Hot Garlic Sauce,,270,10746
29274,Chilli Lamb,,320,10746
29275,Slice Lamb with Hot Garlic Sauce,,330,10746
29276,Shreded Lamb with Chilli Garlic Sauce,,320,10746
29277,Lamb Manchurian,,320,10746
29278,Lamb with Black Pepper Sauce,,330,10746
29279,Chilli Fish,,320,10746
29280,Fish Manchurian,,320,10746
29281,Chilli Prawns,,330,10746
29282,Prawns Manchurian,,330,10746
29283,Fish in Chilli Oyster Sauce,,330,10746
29284,Grill Chicken,,140.00 onwards,10746
29285,Mushakkal,,750,10746
29286,Al Faham Laham,,600,10746
29287,Afghani Laham,,600,10746
29288,Pepper Laham,,600,10746
29289,Deluxe Grill,,1450,10746
29290,Barbecue Chicken,,120.00 onwards,10746
29291,Pepper BBQ,,120.00 onwards,10746
