ID,Resturant_Name,Location,Latitude,Longitude,Rating,No_of_votes,True_rating
10284,Rolls On Wheels,Yelahanka,13.09973182,77.58870944,3.3,11,0.003604616
10007,Charlee's Chicken,Bannerghatta Road,12.86879853,77.59770926,3.5,13,0.004173892
9333,XO Belgian Waffle,Koramangala 5th Block,12.9344322,77.6159677,0,0,0
9059,The Paramount Hotel,Koramangala 5th Block,12.9335176,77.6171717,3.5,168,0.044956049
11243,Shanghai Bistro,Sarjapur Road,12.90713796,77.67589096,4.1,223,0.0595563
11329,Aditya Delights,New BEL Road,13.06952267,77.55509868,3.6,49,0.013667404
7979,Infinity Family Restaurant,Marathahalli,12.99160728,77.69079767,3.5,42,0.011804102
11447,Auntie Fung's,New BEL Road,13.02808979,77.57143065,4,464,0.122944448
8965,Happy Belly Bakes,MG Road,12.97163534,77.61248857,4.1,93,0.025351911
10514,Hotel Nisarga Grand,City Market,12.97036341,77.58728016,3.5,18,0.005489446
9253,Oliver's Pub & Diner,Whitefield,12.98262989,77.70891532,4.1,892,0.235577349
8882,Sai Baba Restaurant,Rajarajeshwari Nagar,12.91647165,77.50026293,3.6,373,0.098915266
10561,Brahmins' Thatte Idli,RT Nagar,13.02670252,77.59201895,3.9,161,0.043200383
10564,Kairali,BTM,12.92660431,77.61579841,3.8,146,0.039232195
11029,Nandhini,Banaswadi,13.01763853,77.65512664,3.7,98,0.026581355
9712,Eurasia Pasta and Barbeque by Little Italy,Jayanagar,12.92728401,77.57725272,4,1024,0.270286432
10377,B1,New BEL Road,13.07205505,77.55618095,3.8,91,0.024761107
9759,Budget Food,Old Airport Road,12.960386,77.644674,3,21,0.006171142
9770,Peppers,Ejipura,12.94362664,77.62850806,2.8,93,0.025072056
9971,Swad 'E' Punjab,Electronic City,12.84549138,77.65907854,3.5,193,0.051533816
8131,Smoor,Indiranagar,12.96988052,77.64141217,4.6,1435,0.378554087
8487,Moto Store & Café,Ulsoor,12.98752455,77.6208755,4.2,345,0.091677331
10062,Zabi,HBR Layout,13.02248448,77.62923293,3.8,167,0.04475752
8015,NoLimmits Lounge and Club,Brigade Road,12.97014712,77.6109872,3.9,1850,0.487594331
9387,Southern Spice,Whitefield,12.97578041,77.72687841,2.8,368,0.097427495
11150,Royal Restaurant,Shivajinagar,12.98587504,77.60530796,3.1,7,0.002509119
10979,Goli Vada Pav No. 1,Marathahalli,12.95638814,77.70983331,3.5,110,0.029695629
10339,Hotel S Mom,Bellandur,12.927751,77.689386,0,0,0
8446,Joicy's Kitchen,Hennur,13.05942524,77.64278948,2.8,57,0.015600072
10428,Athityam,Jayanagar,12.92102514,77.58362968,3.9,269,0.071616337
9179,Meat and Eat,HSR,12.90926022,77.64060818,3.6,52,0.014456736
10441,Hotel Sakti Saravana,Electronic City,12.850277,77.656334,3.5,34,0.009699217
8454,Thrilok Restaurant,Banashankari,12.94351914,77.55847692,3.4,8,0.002836812
7835,Meghana Biriyanis,Nagawara,13.04089921,77.62082588,3.7,313,0.083150152
9170,Dil Punjabi,Marathahalli,12.95115534,77.7048957,2.7,143,0.038206064
9174,Lassi Mania,Electronic City,12.84947445,77.67978787,3.3,31,0.00886683
10426,She Brews,Electronic City,12.84032197,77.65208501,3.8,134,0.036074867
9789,DinePost9,Marathahalli,12.95056327,77.70043653,3.8,739,0.195256832
8794,McLeans Italian Pizzeria,Ejipura,12.9424977,77.62641795,3.4,29,0.008362136
9565,Mexican Burrito,Sahakara Nagar,13.0643628,77.58425396,4.1,153,0.041138552
10122,The Pakoda Shop,Kalyan Nagar,13.02772035,77.63375379,3.3,12,0.003867727
8019,Oye Amritsar,JP Nagar,12.90701181,77.59838853,4,606,0.160306165
11160,Maxpresso,Koramangala 7th Block,12.93586408,77.61478588,4,295,0.078478742
8991,The Pride Hotel,Richmond Road,12.964765,77.5996337,0,0,0
10439,Balle-Licious Kitchen,HSR,12.8974199,77.65839458,4.3,94,0.025658076
10351,154 Breakfast Club,Koramangala 3rd Block,12.92913226,77.62924064,4,1361,0.358954733
9590,Kartik's Mithai Shoppe,Indiranagar,12.97823631,77.63737846,4.1,94,0.025615021
10454,Fresh Dinner,Bannerghatta Road,12.86397,77.588422,3.1,93,0.025136638
9814,No 10 Fort Cochin,St. Marks Road,12.97073261,77.60074317,3.8,176,0.047125516
8451,Desi Curry,HSR,12.9181948,77.6298402,0,2,0.000526221
9816,Sri Gurudev Darshini,HSR,12.9093076,77.63911285,0,3,0.000789332
9829,Amaravati,BTM,12.92571285,77.61536188,3.6,33,0.009457633
8804,Tea Brew,Indiranagar,12.96447189,77.63873901,4.1,1032,0.272412845
8400,Apna Hotel,Whitefield,12.9899065,77.71788061,3.5,23,0.006804999
8422,New Udupi Grand,JP Nagar,12.86568685,77.58037683,3.3,33,0.009393051
9896,Grill Square - Barbeque Unlimited,Jayanagar,12.92629027,77.58419998,3.6,1030,0.271778987
7972,Polar Bear,HSR,12.90899943,77.64320925,3.9,201,0.05372481
8756,Calcutta Victoria Chat House,Jeevan Bhima Nagar,12.96862721,77.64954261,3.5,203,0.054164923
9669,Two Friends Cauldron,JP Nagar,12.90687161,77.59961229,4,343,0.091108055
8841,Mahek of Punjab,Marathahalli,12.95103706,77.70482294,2.7,61,0.016630987
9748,Tapri By The Corner,Koramangala 5th Block,12.935561,77.621255,4.1,184,0.049294983
8834,Davanagere Benne Dosa Hotel,Kaggadasapura,12.98231854,77.68029515,3.3,7,0.002552174
8840,Laziz,Marathahalli,12.9849459,77.68978346,3.9,55,0.01531065
7942,Udupi Thadka,BTM,12.90583858,77.60397054,0,3,0.000789332
7945,Tuckinto,Koramangala 1st Block,12.925739,77.633572,3.8,42,0.011868684
8507,Hai Tiffins,Rammurthy Nagar,13.01129994,77.67744463,0,0,0
8701,Cake Menu,Bommanahalli,12.89024615,77.63950177,3.1,4,0.001719787
8696,South Side Grill,HSR,12.91220959,77.64161702,3.5,13,0.004173892
8699,Tasty Point,Bannerghatta Road,12.8827604,77.60999177,3.1,4,0.001719787
10393,Momo Jojo,JP Nagar,12.88670005,77.58207131,4.3,505,0.133796568
10936,Sannidhi Grand,Kammanahalli,13.0150089,77.6315356,3.7,33,0.00947916
10442,Red Lantern,Cunningham Road,12.98901233,77.59364035,3.8,134,0.036074867
8680,EatWater,Lavelle Road,12.97194311,77.59846531,4.2,78,0.021426777
7921,Kaati Roll Delights,HSR,12.91283083,77.63521526,3.2,4,0.001741314
10524,Big Mishra Pedha,BTM,12.915822,77.610196,3.5,38,0.010751659
10754,Parathe Ghar Ke,Bellandur,12.9215242,77.67612363,0,1,0.000263111
8715,Baker's Cafe,Marathahalli,12.94244672,77.69512173,3.4,4,0.001784369
10919,Donne Biryani Center,Yelahanka,13.09567896,77.59365074,3.5,19,0.005752556
10196,Soul Space Arena Mall,Marathahalli,12.9797971,77.6936053,0,0,0
8815,Via Milano,Koramangala 4th Block,12.93689013,77.62759309,4.2,1545,0.407410154
11139,Paradise Premium,Banashankari,12.9234525,77.55498771,3,97,0.026167554
8471,Dal Tadkaa,Banashankari,12.92558508,77.54985027,2.6,234,0.062127609
9785,Pizza Republic,Electronic City,12.84171354,77.64785718,3.9,218,0.058197692
8713,Thiruvithamkoor Restaurant,Sarjapur Road,12.91140338,77.68092949,3.7,266,0.07078395
10974,Banashankari Donne Biriyani,Banashankari,12.94163211,77.55743288,3.6,55,0.015246068
10988,Ragoo's,Jayanagar,12.93382015,77.57364985,3.8,218,0.058176165
11140,New Punjabi Veg Restaurant,Nagawara,13.03943068,77.62259513,2.9,106,0.028514023
7905,Lucknowi Dabba,Koramangala 1st Block,12.9271363,77.63779219,3.6,16,0.004984752
8719,Chillikum,Indiranagar,12.97295823,77.64687985,3.6,38,0.010773187
10876,Abhi Kabab Corner,Jalahalli,13.04507578,77.52163276,3,420,0.111152305
8151,Sorse,Whitefield,12.95861585,77.74672911,4,805,0.212665192
11224,Pathaan Sir,Koramangala 7th Block,12.93621176,77.61592951,3.7,113,0.030528015
11170,Green chilly,Rajajinagar,13.0002115,77.5556773,0,0,0
11176,Food Treat,Bellandur,12.92047647,77.69618254,3.1,8,0.00277223
8145,Nadan Thattukada,BTM,12.92352635,77.61181165,3.4,14,0.004415476
8595,Mughal Restaurant,Brookefield,12.96452384,77.71518935,3.4,212,0.056511391
8477,Halo Chef,Koramangala 4th Block,12.93623888,77.62928121,4,139,0.037433475
9612,Just Cakes,Electronic City,12.84948099,77.68041451,3.4,19,0.005731029
8537,Intriicake,HSR,12.91134488,77.63802085,3.7,29,0.008426718
9620,Kylie's,Indiranagar,12.97492801,77.64111746,4.2,248,0.066155594
8087,hwealthcafe,HSR,12.91720171,77.65136316,4,317,0.084267177
10038,Sree Food Paradise,BTM,12.915499,77.61309,0,2,0.000526221
9553,Gurukrupa Paratha House,Domlur,12.96031096,77.63822135,3,300,0.079579023
9980,Hotel Shreekshetra,Sarjapur Road,12.91342135,77.67871868,3.4,6,0.00231059
11042,Behrouz Biryani,"ITPL Main Road, Whitefield",12.965435,77.717899,4.1,119,0.032192788
